0.01 1 
0.11 0.997147 
0.21 0.989206 
0.31 0.976338 
0.41 0.958644 
0.51 0.93626 
0.61 0.909355 
0.71 0.87813 
0.81 0.842818 
0.91 0.803681 
1.01 0.761009 
1.11 0.71512 
1.21 0.66635 
1.31 0.615057 
1.41 0.561618 
1.51 0.50642 
1.61 0.449864 
1.71 0.392356 
1.81 0.334308 
1.91 0.27613 
2.01 0.218233 
2.11 0.16102 
2.21 0.104884 
2.31 0.0502082 
2.41 -0.00264122 
2.51 -0.0533158 
2.61 -0.101488 
2.71 -0.146854 
2.81 -0.189135 
2.91 -0.22808 
3.01 -0.263469 
3.11 -0.295111 
3.21 -0.322849 
3.31 -0.34656 
3.41 -0.366154 
3.51 -0.381575 
3.61 -0.392804 
3.71 -0.399855 
3.81 -0.402776 
3.91 -0.401649 
4.01 -0.396587 
4.11 -0.387736 
4.21 -0.375271 
4.31 -0.359392 
4.41 -0.340327 
4.51 -0.318328 
4.61 -0.293665 
4.71 -0.266629 
4.81 -0.237524 
4.91 -0.20667 
5.01 -0.174393 
5.11 -0.141029 
5.21 -0.106916 
5.31 -0.0723934 
5.41 -0.0377985 
5.51 -0.0034629 
5.61 0.0302894 
5.71 0.0631453 
5.81 0.0948053 
5.91 0.124986 
6.01 0.153422 
6.11 0.179868 
6.21 0.204102 
6.31 0.225926 
6.41 0.245167 
6.51 0.26168 
6.61 0.275346 
6.71 0.286076 
6.81 0.29381 
6.91 0.298518 
7.01 0.300196 
7.11 0.298872 
7.21 0.294602 
7.31 0.287467 
7.41 0.277576 
7.51 0.265062 
7.61 0.250084 
7.71 0.232818 
7.81 0.213464 
7.91 0.192236 
8.01 0.169367 
8.11 0.145099 
8.21 0.119688 
8.31 0.093396 
8.41 0.0664908 
8.51 0.0392433 
8.61 0.0119242 
8.71 -0.0151978 
8.81 -0.0418593 
8.91 -0.0678039 
9.01 -0.0927852 
9.11 -0.116569 
9.21 -0.138934 
9.31 -0.159678 
9.41 -0.178613 
9.51 -0.195572 
9.61 -0.21041 
9.71 -0.223003 
9.81 -0.233251 
9.91 -0.241075 
