-541.411  5350
-572.267  11250
-585.799  17100
-579.058  22900
-553.813  28750
-516.115  34700
-475.052  40900
-441.038  47300
-423.017  53750
-425.794  60250
-448.868  66750
-486.354  73100
-528.285  79300
-563.889  85250
-584.524  91100
-585.497  96900
-566.815  102700
-532.973  108600
-492.029  114700
-454.146  121050
-429.222  127500
-423.881  134000
-439.719  140500
-472.779  146950
-514.304  153250
-553.392  159250
-580.366  165100
-588.958  170900
-577.396  176700
-548.562  182550
