0 0 2.77556e-16 0
0 1 2.77556e-16 0
0 2 1.38778e-16 -6.8872e-17
0 3 5.55112e-16 0
0 4 5.55112e-16 0
0 5 -2.77556e-16 -6.8872e-17
0 6 0 -6.8872e-17
0 7 1.38778e-16 -6.88719e-17
0 8 1.38778e-16 0
0 9 -2.77556e-16 0
0 10 2.77556e-16 0
0 11 1.38778e-16 -6.88719e-17
0 12 1.38778e-16 0
0 13 4.16334e-16 6.88718e-17
0 14 2.77556e-16 0
0 15 -1.38778e-16 0
0 16 -1.38778e-16 0
0 17 0 0
0 18 -1.38778e-16 6.88716e-17
0 19 1.38778e-16 -6.88716e-17
0 20 1.38778e-16 0
0 21 0 0
0 22 2.77556e-16 0
0 23 0 0
0 24 1.38778e-16 0
0 25 0 -6.88713e-17
0 26 1.38778e-16 0
0 27 -1.38778e-16 0
0 28 1.38778e-16 -6.88712e-17
0 29 -1.38778e-16 0
0 30 -1.38778e-16 0
0 31 0 0
0 32 2.77556e-16 0
0 33 0 0
0 34 0 6.88711e-17
0 35 0 0
0 36 -2.77556e-16 -6.88711e-17
0 37 -1.38778e-16 0
0 38 1.38778e-16 0
0 39 1.38778e-16 0
0 40 1.38778e-16 -6.88711e-17
0 41 -1.38778e-16 0
0 42 -1.38778e-16 0
0 43 0 0
0 44 -2.77556e-16 -6.88712e-17
0 45 1.38778e-16 0
0 46 0 0
0 47 -1.38778e-16 0
0 48 2.77556e-16 0
0 49 0 -6.88714e-17
0 50 2.77556e-16 6.88714e-17
0 51 0 0
0 52 2.77556e-16 -6.88715e-17
0 53 0 0
0 54 4.16334e-16 0
0 55 1.38778e-16 0
0 56 2.77556e-16 0
0 57 0 0
0 58 1.38778e-16 -6.88718e-17
0 59 -1.38778e-16 0
0 60 -1.38778e-16 -6.88718e-17
0 61 0 0
0 62 0 0
0 63 5.55112e-16 0

1 0 -0.0522434 8.76616e-06
1 1 -0.0522429 -1.15127e-05
1 2 -0.0522414 -3.16807e-05
1 3 -0.0522387 -5.15433e-05
1 4 -0.0522349 -7.09091e-05
1 5 -0.0522301 -8.95913e-05
1 6 -0.0522242 -0.00010741
1 7 -0.0522175 -0.000124193
1 8 -0.0522098 -0.00013978
1 9 -0.0522013 -0.000154019
1 10 -0.0521921 -0.000166774
1 11 -0.0521823 -0.000177922
1 12 -0.0521719 -0.000187356
1 13 -0.0521611 -0.000194984
1 14 -0.0521499 -0.000200734
1 15 -0.0521385 -0.00020455
1 16 -0.052127 -0.000206396
1 17 -0.0521154 -0.000206254
1 18 -0.052104 -0.000204126
1 19 -0.0520928 -0.000200032
1 20 -0.0520819 -0.000194013
1 21 -0.0520714 -0.000186125
1 22 -0.0520614 -0.000176446
1 23 -0.0520521 -0.000165068
1 24 -0.0520435 -0.000152102
1 25 -0.0520356 -0.000137672
1 26 -0.0520287 -0.000121916
1 27 -0.0520226 -0.000104988
1 28 -0.0520176 -8.70496e-05
1 29 -0.0520136 -6.82735e-05
1 30 -0.0520107 -4.88406e-05
1 31 -0.0520088 -2.89378e-05
1 32 -0.0520081 -8.75664e-06
1 33 -0.0520086 1.15087e-05
1 34 -0.0520101 3.16633e-05
1 35 -0.0520128 5.15133e-05
