0 0.999 0.001 8.67362e-19
0.2 0.998965 0.00102733 8.10883e-06
0.4 0.998928 0.00105541 1.64393e-05
0.6 0.998891 0.00108425 2.49974e-05
0.8 0.998852 0.00111388 3.37894e-05
1 0.998813 0.00114432 4.28216e-05
1.2 0.998772 0.00117559 5.21007e-05
1.4 0.998731 0.00120771 6.16333e-05
1.6 0.998688 0.0012407 7.14263e-05
1.8 0.998644 0.0012746 8.14869e-05
2 0.998599 0.00130942 9.18224e-05
2.2 0.998552 0.00134519 0.00010244
2.4 0.998505 0.00138193 0.000113348
2.6 0.998456 0.00141968 0.000124554
2.8 0.998405 0.00145845 0.000136066
3 0.998354 0.00149828 0.000147892
3.2 0.998301 0.00153919 0.000160041
3.4 0.998246 0.00158122 0.000172522
3.6 0.99819 0.0016244 0.000185343
3.8 0.998133 0.00166874 0.000198515
4 0.998074 0.0017143 0.000212047
4.2 0.998013 0.0017611 0.000225947
4.4 0.997951 0.00180917 0.000240228
4.6 0.997887 0.00185854 0.000254897
4.8 0.997821 0.00190926 0.000269968
5 0.997753 0.00196136 0.000285449
5.2 0.997684 0.00201488 0.000301353
5.4 0.997612 0.00206985 0.000317691
5.6 0.997539 0.00212632 0.000334475
5.8 0.997464 0.00218432 0.000351717
6 0.997387 0.0022439 0.000369428
6.2 0.997307 0.0023051 0.000387623
6.4 0.997226 0.00236796 0.000406314
6.6 0.997142 0.00243252 0.000425515
6.8 0.997056 0.00249884 0.000445239
7 0.996968 0.00256696 0.000465501
7.2 0.996877 0.00263693 0.000486316
7.4 0.996784 0.00270879 0.000507697
7.6 0.996688 0.00278261 0.000529662
7.8 0.996589 0.00285843 0.000552224
8 0.996488 0.0029363 0.000575402
8.2 0.996385 0.00301629 0.000599211
8.4 0.996278 0.00309844 0.000623668
8.6 0.996168 0.00318281 0.000648792
8.8 0.996056 0.00326947 0.000674599
9 0.99594 0.00335848 0.00070111
9.2 0.995822 0.0034499 0.000728342
9.4 0.9957 0.00354379 0.000756315
9.6 0.995575 0.00364022 0.000785049
9.8 0.995446 0.00373926 0.000814565
10 0.995314 0.00384097 0.000844884
10.2 0.995179 0.00394543 0.000876028
10.4 0.995039 0.00405272 0.000908019
10.6 0.994896 0.0041629 0.000940879
10.8 0.994749 0.00427605 0.000974633
11 0.994598 0.00439226 0.0010093
11.2 0.994443 0.0045116 0.00104492
11.4 0.994284 0.00463416 0.0010815
11.6 0.994121 0.00476002 0.00111907
11.8 0.993953 0.00488927 0.00115767
12 0.993781 0.005022 0.00119731
12.2 0.993604 0.00515831 0.00123803
12.4 0.993422 0.00529827 0.00127985
