0.0001 1
0.0021 0.999998
0.0041 0.999993
0.0061 0.999984
0.0081 0.999971
0.0101 0.999955
0.0121 0.999934
0.0141 0.99991
0.0161 0.999882
0.0181 0.99985
0.0201 0.999814
0.0221 0.999774
0.0241 0.99973
0.0261 0.999683
0.0281 0.999632
0.0301 0.999576
0.0321 0.999517
0.0341 0.999455
0.0361 0.999388
0.0381 0.999317
0.0401 0.999243
0.0421 0.999165
0.0441 0.999083
0.0461 0.998997
0.0481 0.998907
0.0501 0.998813
0.0521 0.998716
0.0541 0.998614
0.0561 0.998509
0.0581 0.9984
0.0601 0.998287
0.0621 0.99817
0.0641 0.99805
0.0661 0.997925
0.0681 0.997797
0.0701 0.997665
0.0721 0.997529
0.0741 0.997389
0.0761 0.997246
0.0781 0.997098
0.0801 0.996947
0.0821 0.996792
0.0841 0.996633
0.0861 0.99647
0.0881 0.996303
0.0901 0.996132
0.0921 0.995958
0.0941 0.99578
0.0961 0.995598
0.0981 0.995412
0.1001 0.995222
0.1021 0.995029
0.1041 0.994831
0.1061 0.99463
0.1081 0.994425
0.1101 0.994216
0.1121 0.994004
0.1141 0.993787
0.1161 0.993567
0.1181 0.993343
0.1201 0.993115
0.1221 0.992883
0.1241 0.992647
0.1261 0.992408
0.1281 0.992165
0.1301 0.991918
0.1321 0.991667
0.1341 0.991412
0.1361 0.991154
0.1381 0.990891
0.1401 0.990625
0.1421 0.990355
0.1441 0.990081
0.1461 0.989804
0.1481 0.989523
0.1501 0.989237
0.1521 0.988948
0.1541 0.988656
0.1561 0.988359
0.1581 0.988059
0.1601 0.987755
0.1621 0.987447
0.1641 0.987135
0.1661 0.986819
0.1681 0.9865
0.1701 0.986177
0.1721 0.98585
0.1741 0.985519
0.1761 0.985185
0.1781 0.984847
0.1801 0.984505
0.1821 0.984159
0.1841 0.983809
0.1861 0.983456
0.1881 0.983099
0.1901 0.982738
0.1921 0.982373
0.1941 0.982005
0.1961 0.981632
0.1981 0.981257
0.2001 0.980877
0.2021 0.980493
0.2041 0.980106
0.2061 0.979715
0.2081 0.97932
0.2101 0.978922
0.2121 0.978519
0.2141 0.978113
0.2161 0.977704
0.2181 0.97729
0.2201 0.976873
0.2221 0.976452
0.2241 0.976027
0.2261 0.975599
0.2281 0.975167
0.2301 0.974731
0.2321 0.974291
0.2341 0.973848
0.2361 0.9734
0.2381 0.97295
0.2401 0.972495
0.2421 0.972037
0.2441 0.971575
0.2461 0.971109
0.2481 0.97064
0.2501 0.970166
0.2521 0.96969
0.2541 0.969209
0.2561 0.968725
0.2581 0.968237
0.2601 0.967745
0.2621 0.96725
0.2641 0.966751
0.2661 0.966248
0.2681 0.965742
0.2701 0.965232
0.2721 0.964718
0.2741 0.9642
0.2761 0.963679
0.2781 0.963154
0.2801 0.962626
0.2821 0.962094
0.2841 0.961558
0.2861 0.961018
0.2881 0.960475
0.2901 0.959928
0.2921 0.959378
0.2941 0.958824
0.2961 0.958266
0.2981 0.957705
0.3001 0.957139
0.3021 0.956571
0.3041 0.955998
0.3061 0.955422
0.3081 0.954843
0.3101 0.95426
0.3121 0.953673
0.3141 0.953082
0.3161 0.952488
0.3181 0.95189
0.3201 0.951289
0.3221 0.950684
0.3241 0.950075
0.3261 0.949463
0.3281 0.948847
0.3301 0.948228
0.3321 0.947605
0.3341 0.946978
0.3361 0.946348
0.3381 0.945714
0.3401 0.945077
0.3421 0.944436
0.3441 0.943791
0.3461 0.943143
0.3481 0.942492
0.3501 0.941836
0.3521 0.941177
0.3541 0.940515
0.3561 0.939849
0.3581 0.93918
0.3601 0.938506
0.3621 0.93783
0.3641 0.93715
0.3661 0.936466
0.3681 0.935779
0.3701 0.935088
0.3721 0.934394
0.3741 0.933696
0.3761 0.932994
0.3781 0.93229
0.3801 0.931581
0.3821 0.930869
0.3841 0.930154
0.3861 0.929435
0.3881 0.928712
0.3901 0.927986
0.3921 0.927257
0.3941 0.926524
0.3961 0.925787
0.3981 0.925047
0.4001 0.924304
0.4021 0.923557
0.4041 0.922807
0.4061 0.922053
0.4081 0.921296
0.4101 0.920535
0.4121 0.919771
0.4141 0.919003
0.4161 0.918232
0.4181 0.917457
0.4201 0.916679
0.4221 0.915897
0.4241 0.915113
0.4261 0.914324
0.4281 0.913532
0.4301 0.912737
0.4321 0.911938
0.4341 0.911136
0.4361 0.910331
0.4381 0.909522
0.4401 0.90871
0.4421 0.907894
0.4441 0.907075
0.4461 0.906252
0.4481 0.905426
0.4501 0.904597
0.4521 0.903764
0.4541 0.902928
0.4561 0.902089
0.4581 0.901246
0.4601 0.9004
0.4621 0.89955
0.4641 0.898698
0.4661 0.897841
0.4681 0.896982
0.4701 0.896119
0.4721 0.895252
0.4741 0.894383
0.4761 0.89351
0.4781 0.892634
0.4801 0.891754
0.4821 0.890871
0.4841 0.889985
0.4861 0.889095
0.4881 0.888202
0.4901 0.887306
0.4921 0.886407
0.4941 0.885504
0.4961 0.884598
0.4981 0.883689
0.5001 0.882776
0.5021 0.88186
0.5041 0.880941
0.5061 0.880019
0.5081 0.879093
0.5101 0.878164
0.5121 0.877232
0.5141 0.876297
0.5161 0.875358
0.5181 0.874416
0.5201 0.873471
0.5221 0.872522
0.5241 0.871571
0.5261 0.870616
0.5281 0.869658
0.5301 0.868697
0.5321 0.867732
0.5341 0.866765
0.5361 0.865794
0.5381 0.86482
0.5401 0.863843
0.5421 0.862862
0.5441 0.861879
0.5461 0.860892
0.5481 0.859902
0.5501 0.858909
0.5521 0.857913
0.5541 0.856913
0.5561 0.855911
0.5581 0.854905
0.5601 0.853896
0.5621 0.852884
0.5641 0.851869
0.5661 0.850851
0.5681 0.84983
0.5701 0.848805
0.5721 0.847778
0.5741 0.846747
0.5761 0.845713
0.5781 0.844676
0.5801 0.843637
0.5821 0.842594
0.5841 0.841547
0.5861 0.840498
0.5881 0.839446
0.5901 0.838391
0.5921 0.837332
0.5941 0.836271
0.5961 0.835207
0.5981 0.834139
0.6001 0.833069
0.6021 0.831995
0.6041 0.830919
0.6061 0.829839
0.6081 0.828756
0.6101 0.827671
0.6121 0.826582
0.6141 0.825491
0.6161 0.824396
0.6181 0.823298
0.6201 0.822198
0.6221 0.821094
0.6241 0.819988
0.6261 0.818878
0.6281 0.817766
0.6301 0.816651
0.6321 0.815532
0.6341 0.814411
0.6361 0.813287
0.6381 0.81216
0.6401 0.811029
0.6421 0.809896
0.6441 0.808761
0.6461 0.807622
0.6481 0.80648
0.6501 0.805335
0.6521 0.804188
0.6541 0.803037
0.6561 0.801884
0.6581 0.800728
0.6601 0.799569
0.6621 0.798407
0.6641 0.797242
0.6661 0.796075
0.6681 0.794904
0.6701 0.793731
0.6721 0.792555
0.6741 0.791376
0.6761 0.790194
0.6781 0.789009
0.6801 0.787822
0.6821 0.786632
0.6841 0.785439
0.6861 0.784243
0.6881 0.783044
0.6901 0.781843
0.6921 0.780639
0.6941 0.779432
0.6961 0.778222
0.6981 0.77701
0.7001 0.775794
0.7021 0.774576
0.7041 0.773356
0.7061 0.772132
0.7081 0.770906
0.7101 0.769677
0.7121 0.768446
0.7141 0.767211
0.7161 0.765974
0.7181 0.764734
0.7201 0.763492
0.7221 0.762247
0.7241 0.760999
0.7261 0.759749
0.7281 0.758496
0.7301 0.75724
0.7321 0.755981
0.7341 0.75472
0.7361 0.753456
0.7381 0.75219
0.7401 0.750921
0.7421 0.749649
0.7441 0.748375
0.7461 0.747098
0.7481 0.745819
0.7501 0.744537
0.7521 0.743252
0.7541 0.741965
0.7561 0.740675
0.7581 0.739382
0.7601 0.738087
0.7621 0.73679
0.7641 0.73549
0.7661 0.734187
0.7681 0.732882
0.7701 0.731574
0.7721 0.730264
0.7741 0.728951
0.7761 0.727636
0.7781 0.726318
