0 0 -2.07912
0 1 7.79563
0 2 -9.1988
0 3 -5.19144
0 4 -3.38808
0 5 -3.1307
0 6 -3.09566
0 7 -3.09091
0 8 -3.09027
0 9 -3.09018
0 10 -3.09017
0 11 -3.09017
0 12 -3.09017
0 13 -3.09017
0 14 -3.09017
0 15 -3.09017
0 16 -3.09017
0 17 -3.09017
0 18 -3.09017
0 19 -3.09017
0 20 -3.09017
0 21 -3.09017
0 22 -3.09017
0 23 -3.09017
0 24 -3.09017
0 25 -3.09017
0 26 -3.09017
0 27 -3.09017
0 28 -3.09017
0 29 -3.09017
0 30 -3.09017
0 31 -3.09017
0 32 -3.09017
0 33 -3.09017
0 34 -3.09017
0 35 -3.09017
0 36 -3.09017
0 37 -3.09017
0 38 -3.09017
0 39 -3.09017
0 40 -3.09017
0 41 -3.09017
0 42 -3.09017
0 43 -3.09017
0 44 -3.09017
0 45 -3.09017
0 46 -3.09017
0 47 -3.09017
0 48 -3.09017
0 49 -3.09017
0 50 -3.09017
0 51 -3.09017
0 52 -3.09017
0 53 -3.09017
0 54 -3.09017
0 55 -3.09017
0 56 -3.09017
0 57 -3.09017
0 58 -3.09017
0 59 -3.09017
0 60 -3.09017
0 61 -3.09017
0 62 -3.09017
0 63 -3.09017
0 64 -3.09017
0 65 -3.09017
0 66 -3.09017
0 67 -3.09017
0 68 -3.09017
0 69 -3.09017
0 70 -3.09017
0 71 -3.09017
0 72 -3.09017
0 73 -3.09017
0 74 -3.09017
0 75 -3.09017
0 76 -3.09017
0 77 -3.09017
0 78 -3.09017
0 79 -3.09017
0 80 -3.09017
0 81 -3.09017
0 82 -3.09017
0 83 -3.09017
0 84 -3.09017
0 85 -3.09017
0 86 -3.09017
0 87 -3.09017
0 88 -3.09017
0 89 -3.09017
0 90 -3.09017
0 91 -3.09017
0 92 -3.09017
0 93 -3.09017
0 94 -3.09017
0 95 -3.09017
0 96 -3.09017
0 97 -3.09017
0 98 -3.09017
0 99 -3.09017
0 100 -3.09017
0 101 -3.09017
0 102 -3.09017
0 103 -3.09017
0 104 -3.09017
0 105 -3.09017
0 106 -3.09017
0 107 -3.09017
0 108 -3.09017
0 109 -3.09017
0 110 -3.09017
0 111 -3.09017
0 112 -3.09017
0 113 -3.09017
0 114 -3.09017
0 115 -3.09017
0 116 -3.09017
0 117 -3.09017
0 118 -3.09017
0 119 -3.09017
0 120 -3.09017
0 121 -3.09017
0 122 -3.09017
0 123 -3.09017
0 124 -3.09017
0 125 -3.09017
0 126 -3.09017
0 127 -3.09017
0 128 -3.09017
0 129 -3.09017
0 130 -3.09017
0 131 -3.09017
0 132 -3.09017
0 133 -3.09017
0 134 -3.09017
0 135 -3.09017
0 136 -3.09017
0 137 -3.09017
0 138 -3.09017
0 139 -3.09017
0 140 -3.09017
0 141 -3.09017
0 142 -3.09017
0 143 -3.09017
0 144 -3.09017
0 145 -3.09017
0 146 -3.09017
0 147 -3.09017
0 148 -3.09017
0 149 -3.09017
0 150 -3.09017
0 151 -3.09017
0 152 -3.09017
0 153 -3.09017
0 154 -3.09017
0 155 -3.09017
0 156 -3.09017
0 157 -3.09017
0 158 -3.09017
0 159 -3.09017
0 160 -3.09017
0 161 -3.09017
0 162 -3.09017
0 163 -3.09017
0 164 -3.09017
0 165 -3.09017
0 166 -3.09017
0 167 -3.09017
0 168 -3.09017
0 169 -3.09017
0 170 -3.09017
0 171 -3.09017
0 172 -3.09017
0 173 -3.09017
0 174 -3.09017
0 175 -3.09017
0 176 -3.09017
0 177 -3.09017
0 178 -3.09017
0 179 -3.09017
0 180 -3.09017
0 181 -3.09017
0 182 -3.09017
0 183 -3.09017
0 184 -3.09017
0 185 -3.09017
0 186 -3.09017
0 187 -3.09017
0 188 -3.09017
0 189 -3.09017
0 190 -3.09017
0 191 -3.09017
0 192 -3.09017
0 193 -3.09017
0 194 -3.09017
0 195 -3.09017
0 196 -3.09017
0 197 -3.09017
0 198 -3.09017
0 199 -3.09017

1 0 1.57296
1 1 -0.954237
1 2 -2.0382
1 3 -1.07506
1 4 -1.0382
1 5 -1.24312
1 6 -1.41474
1 7 -1.56386
1 8 -1.68288
1 9 -1.71713
1 10 -1.61983
1 11 -1.44458
1 12 -1.29399
1 13 -1.23893
1 14 -1.28694
1 15 -1.38525
1 16 -1.48961
1 17 -1.551
1 18 -1.56313
1 19 -1.51472
1 20 -1.43636
1 21 -1.3465
1 22 -1.28454
1 23 -1.27015
1 24 -1.30948
1 25 -1.39044
1 26 -1.47031
1 27 -1.52474
1 28 -1.52116
1 29 -1.48271
1 30 -1.4183
1 31 -1.35968
1 32 -1.31508
1 33 -1.29655
1 34 -1.32704
1 35 -1.38939
1 36 -1.47243
1 37 -1.51529
1 38 -1.51057
1 39 -1.46593
1 40 -1.40516
1 41 -1.3573
1 42 -1.31272
1 43 -1.30819
1 44 -1.34045
1 45 -1.40824
1 46 -1.47928
1 47 -1.50196
1 48 -1.49475
1 49 -1.45202
1 50 -1.4011
1 51 -1.35421
1 52 -1.31376
1 53 -1.32518
1 54 -1.36389
1 55 -1.41842
1 56 -1.47079
1 57 -1.48589
1 58 -1.48699
1 59 -1.45262
1 60 -1.39185
1 61 -1.34949
1 62 -1.32005
1 63 -1.33316
1 64 -1.37821
1 65 -1.41821
1 66 -1.47027
1 67 -1.49566
1 68 -1.47408
1 69 -1.43919
1 70 -1.38309
1 71 -1.33923
1 72 -1.33636
1 73 -1.34047
1 74 -1.37373
1 75 -1.43807
1 76 -1.4742
1 77 -1.486
1 78 -1.47581
1 79 -1.42617
1 80 -1.38319
1 81 -1.35829
1 82 -1.32902
1 83 -1.3419
1 84 -1.40177
1 85 -1.44336
1 86 -1.46704
1 87 -1.48657
1 88 -1.46753
1 89 -1.42357
1 90 -1.38842
1 91 -1.3489
1 92 -1.32771
1 93 -1.36616
1 94 -1.41766
1 95 -1.43599
1 96 -1.46183
1 97 -1.49746
1 98 -1.47475
1 99 -1.40422
1 100 -1.36635
1 101 -1.36477
1 102 -1.35374
1 103 -1.35354
1 104 -1.40224
1 105 -1.46407
1 106 -1.48506
1 107 -1.47182
1 108 -1.45263
1 109 -1.42384
1 110 -1.37958
1 111 -1.34499
1 112 -1.34623
1 113 -1.37773
1 114 -1.418
1 115 -1.45399
1 116 -1.47742
1 117 -1.47762
1 118 -1.45176
1 119 -1.41158
1 120 -1.37412
1 121 -1.35249
1 122 -1.35444
1 123 -1.3812
1 124 -1.42365
1 125 -1.46278
1 126 -1.48024
1 127 -1.47067
1 128 -1.44167
1 129 -1.40501
1 130 -1.37167
1 131 -1.35201
1 132 -1.35536
1 133 -1.38438
1 134 -1.42875
1 135 -1.46804
1 136 -1.48316
1 137 -1.46784
1 138 -1.43207
1 139 -1.39395
1 140 -1.36868
1 141 -1.36288
1 142 -1.37516
1 143 -1.40037
1 144 -1.43026
1 145 -1.45248
1 146 -1.45649
1 147 -1.44333
1 148 -1.42725
1 149 -1.42099
1 150 -1.4213
1 151 -1.41798
1 152 -1.41291
1 153 -1.41771
1 154 -1.43137
1 155 -1.43508
1 156 -1.4176
1 157 -1.39249
1 158 -1.38243
1 159 -1.39166
1 160 -1.40284
1 161 -1.40339
1 162 -1.40393
1 163 -1.41918
1 164 -1.43906
1 165 -1.43929
1 166 -1.41584
1 167 -1.39127
1 168 -1.38548
1 169 -1.39081
1 170 -1.38945
1 171 -1.38671
1 172 -1.40343
1 173 -1.43839
1 174 -1.46117
1 175 -1.44862
1 176 -1.41506
1 177 -1.38833
1 178 -1.37095
1 179 -1.351
1 180 -1.34033
1 181 -1.37348
1 182 -1.45062
1 183 -1.51354
1 184 -1.50938
1 185 -1.45688
1 186 -1.41571
1 187 -1.39199
1 188 -1.33194
1 189 -1.23248
1 190 -1.20067
1 191 -1.33248
1 192 -1.55241
1 193 -1.67029
1 194 -1.62534
1 195 -1.57433
1 196 -1.62029
1 197 -1.51879
1 198 -0.880336
1 199 0.153568

2 0 1.22142
2 1 0.00759754
2 2 -2.16765
2 3 -1.64481
2 4 -1.74219
2 5 -2.09179
2 6 -2.42957
2 7 -2.70655
2 8 -2.84775
2 9 -2.82326
2 10 -2.65062
2 11 -2.41494
2 12 -2.21972
2 13 -2.13071
2 14 -2.18394
2 15 -2.33224
2 16 -2.52238
2 17 -2.65831
2 18 -2.71522
2 19 -2.66396
2 20 -2.54548
2 21 -2.38808
2 22 -2.26009
2 23 -2.21096
2 24 -2.25401
2 25 -2.37627
2 26 -2.50714
2 27 -2.61938
2 28 -2.65
2 29 -2.61366
2 30 -2.50649
2 31 -2.38383
2 32 -2.29108
2 33 -2.25203
2 34 -2.29953
2 35 -2.39026
2 36 -2.51904
2 37 -2.60492
2 38 -2.62784
2 39 -2.58023
2 40 -2.47654
2 41 -2.38197
2 42 -2.29343
2 43 -2.27539
2 44 -2.3187
2 45 -2.41406
2 46 -2.53222
2 47 -2.5898
2 48 -2.6071
2 49 -2.55518
2 50 -2.46623
2 51 -2.37904
2 52 -2.29579
2 53 -2.29649
2 54 -2.34849
2 55 -2.43259
2 56 -2.53195
2 57 -2.57479
2 58 -2.59128
2 59 -2.54739
2 60 -2.44488
2 61 -2.36708
2 62 -2.30602
2 63 -2.30932
2 64 -2.37598
2 65 -2.43903
2 66 -2.52937
2 67 -2.59019
2 68 -2.56993
2 69 -2.52297
2 70 -2.43418
2 71 -2.34866
2 72 -2.3298
2 73 -2.32448
2 74 -2.36455
2 75 -2.47053
2 76 -2.54163
2 77 -2.57267
2 78 -2.57247
2 79 -2.50021
2 80 -2.42428
2 81 -2.37742
2 82 -2.31756
2 83 -2.31864
2 84 -2.40976
2 85 -2.48356
2 86 -2.52846
2 87 -2.5738
2 88 -2.55879
2 89 -2.49097
2 90 -2.43148
2 91 -2.36152
2 92 -2.30926
2 93 -2.35517
2 94 -2.43939
2 95 -2.47399
2 96 -2.51777
2 97 -2.58892
2 98 -2.57218
2 99 -2.46153
2 100 -2.38919
2 101 -2.37884
2 102 -2.35434
2 103 -2.34027
2 104 -2.40919
2 105 -2.5153
2 106 -2.56344
2 107 -2.55248
2 108 -2.52851
2 109 -2.48737
2 110 -2.41403
2 111 -2.34668
2 112 -2.33461
2 113 -2.37659
2 114 -2.43968
2 115 -2.50195
2 116 -2.54918
2 117 -2.56141
2 118 -2.52902
2 119 -2.46675
2 120 -2.40137
2 121 -2.35617
2 122 -2.34746
2 123 -2.38186
2 124 -2.44834
2 125 -2.51674
2 126 -2.55506
2 127 -2.5508
2 128 -2.51201
2 129 -2.45498
2 130 -2.39694
2 131 -2.35555
2 132 -2.34889
2 133 -2.38665
2 134 -2.45676
2 135 -2.52717
2 136 -2.56385
2 137 -2.55026
2 138 -2.49648
2 139 -2.43061
2 140 -2.38168
2 141 -2.36642
2 142 -2.38467
2 143 -2.42382
2 144 -2.46602
2 145 -2.49517
2 146 -2.50312
2 147 -2.49271
2 148 -2.47583
2 149 -2.4639
2 150 -2.46012
2 151 -2.46175
2 152 -2.46643
2 153 -2.47386
2 154 -2.47937
2 155 -2.47392
2 156 -2.45451
2 157 -2.42967
2 158 -2.41366
2 159 -2.41321
2 160 -2.42419
2 161 -2.44038
2 162 -2.45981
2 163 -2.48057
2 164 -2.4925
2 165 -2.48425
2 166 -2.45671
2 167 -2.42473
2 168 -2.40417
2 169 -2.39943
2 170 -2.4082
2 171 -2.43064
2 172 -2.46672
2 173 -2.50414
2 174 -2.52037
2 175 -2.50149
2 176 -2.45568
2 177 -2.40443
2 178 -2.36484
2 179 -2.34823
2 180 -2.36697
2 181 -2.42929
2 182 -2.51859
2 183 -2.59105
2 184 -2.60656
2 185 -2.55934
2 186 -2.4713
2 187 -2.36215
2 188 -2.24727
